lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
0014864,CATHEDRAL HILL HOSPITALITY INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/27/2016 00:00:00,Active            ,6512259414,FABULOUS FERN'S BAR & GRILL,400 SELBY AVE ,"ST PAUL, MN 55102-4508",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20070000100,LTF RESTAURANT COMPANY LLC,Liquor On Sale - 2 AM Closing,7/2/2010 00:00:00,12/15/2016 00:00:00,Active Pending Ren,6512097776,FACES MEARS PARK,380 JACKSON ST ,"ST PAUL, MN 55101-1911",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110000244,TEW LLC,Liquor On Sale - 2 AM Closing,2/2/2011 00:00:00,2/2/2016 00:00:00,Active            ,6516463066,GABE'S BY THE PARK,991 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1107",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016295,GRAND 7 SALOON INC,Liquor On Sale - 2 AM Closing,9/29/2003 09:29:01,4/1/2016 00:00:00,Active            ,6512226104,GRAND 7 SALOON,315 7TH ST W ,"ST PAUL, MN 55102-2326",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20040004822,GREAT WATERS BREWING COMPANY,Liquor On Sale - 2 AM Closing,11/12/2004 00:00:00,12/11/2015 00:00:00,Active Pending Ren,6512242739,GREAT WATERS BREWING COMPANY,426 ST PETER ST ,"ST PAUL, MN 55102-1105",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20090003003,MARS ENTERPRIZES LLC,Liquor On Sale - 2 AM Closing,8/21/2009 00:00:00,8/21/2016 00:00:00,Active            ,6514888245,HALF TIME REC,1013 FRONT AVE ,"ST PAUL, MN 55103-1256",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150000321,LOWERTOWN CAFE LLC,Liquor On Sale - 2 AM Closing,7/6/2015 15:42:27,7/5/2016 15:39:57,Pending           ,6514927676,HANDSOME HOG,400 SIBLEY ST STE 150,"ST PAUL, MN 55101",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016351,T & M TOP HAT INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,4/1/2016 00:00:00,Active            ,6512281347,HAT TRICK LOUNGE,134 5TH ST E ,"ST PAUL, MN 55101-1622",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0034580,DA FA INC,Liquor On Sale - 2 AM Closing,9/26/2005 00:00:00,10/1/2016 00:00:00,Active            ,6512247588,HUNAN GARDEN,380 CEDAR ST ,"ST PAUL, MN 55101-1705",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0092598,J R MAC INC,Liquor On Sale - 2 AM Closing,8/6/2003 08:45:17,4/30/2016 00:00:00,Active            ,6512248482,J R MAC'S,1420 7TH ST W ,"ST PAUL, MN 55102-4206",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0033570,JKR INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,12/22/2015 00:00:00,Active Pending Ren,6512930571,JOE AND STAN'S,949 7TH ST W ,"ST PAUL, MN 55102-3501",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016340,620 CLUB INC & DAHL'S 620 CLUB INC,Liquor On Sale - 2 AM Closing,10/24/2003 11:10:35,4/30/2016 00:00:00,Active            ,6512273840,KEENAN'S 620 CLUB INC,620 7TH ST W ,"ST PAUL, MN 55102-3124",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0096489,JK CORP OF ST PAUL,Liquor On Sale - 2 AM Closing,11/1/2006 08:41:24,4/30/2016 00:00:00,Active            ,6512980099,KELLY'S FAMILY PUB BAR AND GRILL,241 KELLOGG BLVD E ,"ST PAUL, MN 55101-1408",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20020000805,L L ENTERTAINMENT SERVICES INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,4/1/2016 00:00:00,Active            ,6514899200,LAMPLIGHTER LOUNGE,160 LARPENTEUR AVE W ,"ST PAUL, MN 55113-6704",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20030004659,JSR INC A MINNESOTA CORPORATION,Liquor On Sale - 2 AM Closing,7/8/2009 00:00:00,12/3/2015 00:00:00,Active Pending Ren,6514884469,LONETTI'S LOUNGE,1091 RICE ST ,"ST PAUL, MN 55117-4920",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20100005167,LOS OCAMPO MEXICAN RESTAURANT INC,Liquor On Sale - 2 AM Closing,1/25/2011 00:00:00,1/1/2016 00:00:00,Active            ,6123849959,LOS OCAMPO MEXICAN RESTAURANT ,1751 SUBURBAN AVE ,"ST PAUL, MN 55106-6620",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150002452,J & A INC,Liquor On Sale - 2 AM Closing,10/12/2015 00:00:00,10/12/2016 00:00:00,Pending           ,,LOS OCAMPOS,615 UNIVERSITY AVE W ,"ST PAUL, MN 55103-1940",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20010002326,MEE LEE MOUA,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/14/2016 00:00:00,Active            ,6514887622,MALINA'S SPORTS BAR AND GRILL,691 DALE ST N ,"ST PAUL, MN 55103-1510",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0015773,MANCINI BAR INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,1/31/2016 00:00:00,Active            ,6512247345,MANCINI'S CHAR HOUSE,531 7TH ST W ,"ST PAUL, MN 55102-3641",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0086794,MINNESOTA MUSIC INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,10/22/2015 00:00:00,Delinquent        ,6517764699,MINNESOTA MUSIC CLUB,499 PAYNE AVE ,"ST PAUL, MN 55130",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20130001003,MINTAHOE INC,Liquor On Sale - 2 AM Closing,6/6/2013 00:00:00,2/21/2016 00:00:00,Active            ,6127674100,MINTAHOE CATERING & EVENTS,255 6TH ST E ,"ST PAUL, MN 55101",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016246,O'GARA'S BAR & GRILL INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,2/28/2016 00:00:00,Active            ,6516443333,O'GARA'S BAR & GRILL,164 SNELLING AVE N ,"ST PAUL, MN 55108",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110000863,NICK'S ORIG CONEY ISL TAVERN & CAFE LLC ,Liquor On Sale - 2 AM Closing,4/30/2011 00:00:00,4/30/2016 00:00:00,Active            ,6512248287,ORIGINAL CONEY ISLAND,444 ST PETER ST ,"ST PAUL, MN 55102-1107",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150002190,OX CART ALE HOUSE ROOFTOP LLC,Liquor On Sale - 2 AM Closing,7/20/2015 09:48:27,7/19/2016 09:45:58,Pending           ,6129194027,OX CART ALE HOUSE ROOFTOP,255 6TH ST E ,"ST PAUL, MN 55101",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016366,PAT MCGOVERN'S INC,Liquor On Sale - 2 AM Closing,9/23/2003 10:26:19,2/29/2016 00:00:00,Active            ,6512245821,PATRICK MCGOVERN'S PUB,225 7TH ST W ,"ST PAUL, MN 55102-2522",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0065734,D P MCCUE INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/26/2016 00:00:00,Active            ,6516992227,PLUM'S NEIGHBORHOOD BAR & GRILL,480 SNELLING AVE S ,"ST PAUL, MN 55105-2147",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140000924,PUBLIC KITCHEN AND BAR LLC,Liquor On Sale - 2 AM Closing,6/1/2014 00:00:00,6/1/2016 00:00:00,Active            ,6127357099,PUBLIC KITCHEN AND BAR,229 6TH ST E ,"ST PAUL, MN 55101-1919",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140001202,KAVIN CHOUA THAO,Liquor On Sale - 2 AM Closing,7/23/2014 00:00:00,7/23/2016 00:00:00,Active            ,6513302371,PUPRAYA THAI RESTAURANT,945 RICE ST UNIT A,"ST PAUL, MN 55117",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20100000062,RAS ETHIOPIAN BAR & RESTAURANT LLC,Liquor On Sale - 2 AM Closing,7/2/2010 00:00:00,1/1/2016 00:00:00,Active            ,6516986407,RAS RESTAURANT & LOUNGE,2516 7TH ST W ,"ST PAUL, MN 55116-2817",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20120002446,EDEVELOPMENT LLC,Liquor On Sale - 2 AM Closing,7/16/2015 00:00:00,5/30/2016 00:00:00,Active            ,6513565061,SCHWIETZ'S SALOON,956 PAYNE AVE ,"ST PAUL, MN 55116-2825",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20060004156,MEEFY BEAT INC,Liquor On Sale - 2 AM Closing,12/10/2006 00:00:00,12/10/2015 00:00:00,Active Pending Ren,6512289925,SHAMROCKS IRISH NOOK,995 7TH ST W ,"ST PAUL, MN 55102-3519",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0022440,COLLEEN M HUMPHREYS,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,4/30/2016 00:00:00,Active            ,6517765090,SHERWOOD LOUNGE,1418 WHITE BEAR AVE N ,"ST PAUL, MN 55106-2403",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110001774,SKARDA'S BAR LLC,Liquor On Sale - 2 AM Closing,10/1/2011 00:00:00,10/1/2016 00:00:00,Active Pending Ren,6512240658,SKARDA'S,728 ARMSTRONG AVE ,"ST PAUL, MN 55102-3804",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20000003940,SKINNER'S PUB INC,Liquor On Sale - 2 AM Closing,11/26/2003 15:21:20,11/1/2016 00:00:00,Active Pending Ren,6512281947,SKINNER'S PUB,919 RANDOLPH AVE ,"ST PAUL, MN 55102-3345",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20100004148,MUELLER ENTERTAINMENT HOLDINGS LLC,Liquor On Sale - 2 AM Closing,12/15/2010 00:00:00,8/23/2016 00:00:00,Active            ,6512332165,STATION 280,2554 COMO AVE STE 7,"ST PAUL, MN 55108",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016326,LEO GADBOIS,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,1/31/2016 00:00:00,Active            ,6512219157,SWEENEY'S SALOON,96 DALE ST N ,"ST PAUL, MN 55102-2039",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140001008,CPSP INC,Liquor On Sale - 2 AM Closing,8/25/2014 00:00:00,8/25/2016 00:00:00,Active            ,,SWEET PEA'S,472 SNELLING AVE S ,"ST PAUL, MN 55105-2147",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20050000511,MATAB INC,Liquor On Sale - 2 AM Closing,4/20/2005 13:32:46,4/19/2016 00:00:00,Active Pending Ren,6512246373,SWEETWATER GRILL & BAR & BANQUET,161 ST ANTHONY AVE ,"ST PAUL, MN 55103-2382",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0094203,TAVERN ON GRAND INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,7/1/2016 00:00:00,Active            ,6512289030,TAVERN ON GRAND,656 GRAND AVE ,"ST PAUL, MN 55105-3402",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20060003441,JEFFERSON AVENUE INVESTMENTS INC,Liquor On Sale - 2 AM Closing,12/28/2006 00:00:00,12/28/2015 00:00:00,Active            ,6512276315,TAVERN ON THE AVENUE,825 JEFFERSON AVE ,"ST PAUL, MN 55102-3249",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016396,P L A B INC,Liquor On Sale - 2 AM Closing,9/24/2003 14:26:05,1/31/2016 00:00:00,Active            ,6514885773,TED'S RECREATION,1084 LARPENTEUR AVE W ,"ST PAUL, MN 55113-6508",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20080003229,THE BULLDOG LOWERTOWN INC,Liquor On Sale - 2 AM Closing,10/1/2008 00:00:00,10/1/2016 00:00:00,Active            ,6512210750,THE BULLDOG RESTAURANT,237 6TH ST E ,"ST PAUL, MN 55114-1717",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20040000032,CHERRY'S MINNEHAHA TAVERN INC,Liquor On Sale - 2 AM Closing,2/4/2004 00:00:00,1/31/2016 00:00:00,Active            ,6517766676,THE CHERRY PIT,735 WHITE BEAR AVE N ,"ST PAUL, MN 55106-4309",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150000044,LEXINGTON RESTAURANT GROUP LLC,Liquor On Sale - 2 AM Closing,3/7/2015 00:00:00,3/7/2016 00:00:00,Pending           ,6512225878,THE LEXINGTON,1096 GRAND AVE ,"ST PAUL, MN 55105-3001",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20030000566,THE LIFFEY LLC,Liquor On Sale - 2 AM Closing,8/1/2012 00:00:00,3/6/2016 00:00:00,Active            ,6515561416,THE LIFFEY,175 7TH ST W ,"ST PAUL, MN 55102-2520",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20020002501,MUDDY PIG INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/15/2016 00:00:00,Active            ,6512541030,THE MUDDY PIG,162 DALE ST N ,"ST PAUL, MN 55102-2028",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20000004587,PETOM INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,9/28/2016 00:00:00,Active            ,6516984347,THE NOOK,492 HAMLINE AVE S ,"ST PAUL, MN 55105-2956",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150001092,THE OX CART ALE HOUSE LLC,Liquor On Sale - 2 AM Closing,6/22/2015 00:00:00,5/7/2016 00:00:00,Active            ,6517568909,THE OX CART ALE HOUSE,255 6TH ST E ,"ST PAUL, MN 55101",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0013412,350 MARKET STREET LLC,Liquor On Sale - 2 AM Closing,9/17/2003 15:46:50,7/1/2016 00:00:00,Active            ,6512929292,THE ST PAUL HOTEL,350 MARKET ST ,"ST PAUL, MN 55102-1430",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20130004840,TURF CLUB LLC,Liquor On Sale - 2 AM Closing,12/16/2013 00:00:00,1/1/2016 00:00:00,Active            ,6123388388,THE TURF CLUB,1601 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3820",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
19990002357,GRAND AMERICAN RESTAURANT CO,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,5/14/2016 00:00:00,Active            ,6512912525,THE WILD ONION,788 GRAND AVE ,"ST PAUL, MN 55105-3306",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016211,WALMONT INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,1/31/2016 00:00:00,Active            ,6516904747,TIFFANY LOUNGE,2051 FORD PKWY ,"ST PAUL, MN 55116-1932",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20070001103,WEST SEVENTH STREET PARTNERS LLC,Liquor On Sale - 2 AM Closing,4/10/2007 00:00:00,3/10/2016 00:00:00,Active            ,6512929916,TOM REID'S HOCKEY CITY PUB,258 7TH ST W ,"ST PAUL, MN 55102-2523",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0077104,TOWN HOUSE COUNTRY INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,5/1/2016 00:00:00,Active            ,6516467087,TOWN HOUSE,1415 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4003",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
